wl,n
2.5433867494258258,4.484191072862316
2.6342027816272933,4.436501023341185
2.7613452267093477,4.4032390903247265
2.8485286176227564,4.386576287184984
2.979303703992869,4.353309456225217
3.08828294263463,4.336617265425615
3.1474245115452932,4.327227732652124
3.240853876733095,4.319866299306298
3.325044404973357,4.313505099087951
3.4152206585599125,4.303085945527121
3.502404049473321,4.302968394887687
3.5786895165225534,4.302865538078183
3.662522202486678,4.286083780709282
3.7421583744851947,4.27989540844132
3.8293417653986035,4.277709701239347
3.9165251563120123,4.277592150599913
4.003708547225421,4.27747459996048
4.09089193813883,4.277357049321046
4.178075329052238,4.277239498681612
4.232564948373119,4.268893403281812
4.352442110879055,4.26873177115259
4.439625501792464,4.2686142205131565
4.526808892705873,4.268496669873723
4.6139922836192815,4.268379119234289
4.70117567453269,4.2682615685948555
4.788359065446098,4.2681440179554215
4.875542456359508,4.268026467315988
4.962725847272916,4.267908916676554
5.049909238186325,4.26779136603712
5.137092629099733,4.267673815397686
5.224276020013142,4.267556264758252
5.311459410926551,4.267438714118818
5.3986428018399595,4.267321163479384
5.485826192753368,4.267203612839951
5.573009583666776,4.267086062200517
5.660192974580185,4.266968511561083
5.743743724205536,4.266855858864959
5.834559756407002,4.266733410282216
5.921743147320411,4.266615859642782
6.005293896945761,4.266503206946657
6.096109929147229,4.266380758363914
6.1832933200606375,4.26626320772448
6.270476710974046,4.266145657085046
6.357660101887454,4.266028106445612
6.444843492800863,4.265910555806179
6.532026883714272,4.265793005166745
6.61921027462768,4.265675454527311
6.706393665541089,4.265557903887878
6.793577056454498,4.265440353248444
6.880760447367907,4.26532280260901
6.9679438382813155,4.265205251969576
7.055127229194723,4.265087701330142
7.131412696243956,4.264984844520637
7.229494011021541,4.264852600051274
7.31667740193495,4.266803205974379
7.403860792848358,4.2728901250225615
7.491044183761767,4.2727725743831275
7.578227574675176,4.2726550237436935
7.665410965588585,4.27253747310426
7.752594356501993,4.272419922464826
7.839777747415401,4.272302371825392
7.92696113832881,4.2721848211859585
8.01414452924222,4.272067270546525
8.101327920155628,4.271949719907091
8.188511311069036,4.2718321692676575
8.275694701982445,4.2717146186282235
8.362878092895855,4.27159706798879
8.450061483809261,4.271479517349356
8.53724487472267,4.271361966709922
8.62442826563608,4.271244416070488
8.711611656549488,4.271126865431054
8.798795047462896,4.27100931479162
8.885978438376306,4.270891764152186
8.973161829289715,4.270774213512753
9.060345220203123,4.270656662873319
9.147528611116531,4.270539112233886
9.23471200202994,4.270421561594452
9.321895392943349,4.270304010955018
9.409078783856756,4.270186460315584
9.496262174770166,4.27006890967615
9.583445565683576,4.269951359036716
9.670628956596984,4.269833808397282
9.757812347510392,4.269716257757848
9.844995738423801,4.269598707118414
9.932179129337209,4.269481156478981
10.019362520250619,4.269363605839547
10.106545911164027,4.269246055200113
10.193729302077434,4.26912850456068
10.280912692990844,4.269010953921246
10.368096083904252,4.268893403281812
10.455279474817662,4.268775852642378
10.54246286573107,4.268658302002944
10.62964625664448,4.26854075136351
10.716829647557887,4.268423200724076
10.804013038471297,4.268305650084642
10.891196429384705,4.268188099445209
10.978379820298112,4.268070548805775
11.065563211211522,4.267952998166341
11.15274660212493,4.267835447526908
11.23992999303834,4.267717896887474
11.327113383951747,4.26760034624804
11.414296774865157,4.267482795608606
11.501480165778565,4.267365244969172
11.588663556691973,4.267247694329738
11.675846947605383,4.267130143690304
11.76303033851879,4.26701259305087
11.8502137294322,4.266895042411436
11.937397120345608,4.266777491772003
12.024580511259018,4.266659941132569
12.111763902172425,4.266542390493136
12.198947293085835,4.266424839853702
12.286130683999243,4.266307289214268
12.373314074912651,4.266189738574834
12.46049746582606,4.2660721879354
12.547680856739468,4.265954637295966
12.634864247652878,4.265837086656532
12.722047638566286,4.265719536017098
12.809231029479696,4.265601985377664
12.896414420393103,4.265484434738231
12.983597811306511,4.265366884098797
13.070781202219921,4.265249333459363
13.157964593133329,4.26513178281993
13.245147984046739,4.265014232180496
13.332331374960146,4.264896681541062
13.419514765873556,4.264779130901628
13.506698156786964,4.264661580262194
13.593881547700374,4.26454402962276
13.681064938613781,4.264426478983326
13.76824832952719,4.264308928343892
13.855431720440599,4.264191377704459
13.942615111354007,4.264073827065025
14.029798502267417,4.263956276425591
14.116981893180824,4.263838725786158
14.204165284094234,4.263721175146724
14.291348675007642,4.26360362450729
14.37853206592105,4.263486073867856
14.46571545683446,4.263368523228422
14.552898847747867,4.263250972588988
14.640082238661277,4.263133421949554
14.727265629574685,4.26301587131012
14.814449020488095,4.262898320670686
14.901632411401502,4.262780770031253
14.96701995458656,4.262692607051678

wl,k
2.53248882556165,0.1045395527563695
2.5978763687467064,0.10169384769340972
2.6632639119317627,0.10160568471383424
2.728651455116819,0.10151752173425876
2.794038998301876,0.10142935875468329
2.859426541486932,0.1013411957751078
2.924814084671989,0.10125303279553233
2.9902016278570454,0.10116486981595685
3.0555891710421017,0.10107670683638137
3.120976714227158,0.10098854385680678
3.1863642574122144,0.1009003808772313
3.251751800597271,0.10081221789765582
3.317139343782328,0.10072405491808034
3.3825268869673843,0.10063589193850486
3.4479144301524407,0.10054772895892938
3.513301973337497,0.1004595659793539
3.5786895165225534,0.10037140299977931
3.64407705970761,0.10028324002020383
3.7094646028926666,0.10019507704062836
3.774852146077723,0.10010691406105288
3.8402396892627797,0.1000187510814774
3.905627232447836,0.09993058810190192
3.9710147756328924,0.09984242512232644
4.036402318817949,0.09975426214275096
4.101789862003006,0.09966609916317637
4.1671774051880615,0.09957793618360089
4.232564948373119,0.09948977320402541
4.297952491558175,0.09940161022444993
4.363340034743231,0.09931344724487445
4.428727577928289,0.09922528426529897
4.494115121113344,0.0991371212857235
4.559502664298401,0.0990489583061489
4.624890207483458,0.09896079532657343
4.690277750668514,0.09887263234699795
4.75566529385357,0.09878446936742247
4.821052837038627,0.09869630638784699
4.886440380223684,0.09860814340827151
4.9518279234087395,0.09851998042869603
5.017215466593797,0.09843181744912055
5.082603009778853,0.09834365446954596
5.147990552963909,0.09825549148997048
5.213378096148966,0.098167328510395
5.278765639334022,0.09807916553081952
5.344153182519079,0.09799100255124404
5.409540725704135,0.09790283957166857
5.474928268889192,0.09781467659209309
5.540315812074248,0.09772651361251761
5.605703355259305,0.09763835063294302
5.671090898444361,0.09755018765336754
5.7364784416294174,0.09746202467379206
5.801865984814475,0.09737386169421658
5.867253527999531,0.0972856987146411
5.932641071184587,0.09719753573506562
5.998028614369644,0.09710937275549014
6.0634161575547,0.09702120977591555
6.128803700739756,0.09693304679634007
6.194191243924814,0.0968448838167646
6.25957878710987,0.09675672083718911
6.324966330294926,0.09666855785761364
6.390353873479983,0.09658039487803816
6.455741416665039,0.09649223189846268
6.521128959850095,0.0964040689188872
6.586516503035152,0.09631590593931261
6.651904046220209,0.09622774295973713
6.717291589405265,0.09613957998016165
6.782679132590322,0.09605141700058617
6.848066675775378,0.09596325402101069
6.913454218960434,0.09587509104143521
6.978841762145491,0.09578692806185973
7.044229305330548,0.09569876508228514
7.109616848515604,0.09561060210270966
7.175004391700661,0.09552243912313418
7.240391934885717,0.0954342761435587
7.305779478070773,0.09534611316398323
7.37116702125583,0.09525795018440775
7.436554564440886,0.09516978720483227
7.501942107625943,0.09508162422525679
7.567329651,0.0949934612456822
7.632717193996056,0.09490529826610672
7.698104737181112,0.09481713528653124
7.763492280366169,0.09472897230695576
7.828879823551225,0.09464080932738028
7.894267366736282,0.0945526463478048
7.959654909921339,0.09446448336822932
8.025042453106394,0.09437632038865473
8.090429996291451,0.09428815740907925
8.155817539476509,0.09419999442950377
8.221205082661564,0.0941118314499283
8.286592625846621,0.09402366847035282
8.351980169031677,0.09393550549077734
8.417367712216734,0.09384734251120186
8.482755255401791,0.09375917953162638
8.548142798586847,0.09367101655205179
8.613530341771902,0.09358285357247631
8.67891788495696,0.09349469059290083
8.744305428142017,0.09340652761332535
8.809692971327074,0.09331836463374987
8.87508051451213,0.0932302016541744
8.940468057697185,0.09314203867459891
9.005855600882242,0.09305387569502344
9.0712431440673,0.09296571271544884
9.136630687252357,0.09287754973587337
9.202018230437412,0.09278938675629789
9.267405773622468,0.09270122377672241
9.332793316807525,0.09261306079714693
9.398180859992582,0.09252489781757145
9.463568403177637,0.09243673483799597
9.528955946362693,0.09234857185842138
9.59434348954775,0.0922604088788459
9.659731032732807,0.09217224589927042
9.725118575917863,0.09208408291969494
9.79050611910292,0.09199591994011946
9.855893662287977,0.09190775696054398
9.921281205473033,0.0918195939809685
9.98666874865809,0.09173143100139303
10.052056291843146,0.09164326802181844
10.117443835028203,0.09155510504224296
10.18283137821326,0.09146694206266748
10.248218921398315,0.091378779083092
10.313606464583373,0.09129061610351652
10.378994007768428,0.09120245312394104
10.444381550953485,0.09111429014436556
10.50976909413854,0.09102612716479097
10.575156637323598,0.09093796418521549
10.640544180508655,0.09084980120564001
10.70593172369371,0.09076163822606453
