RegionID,AverageSaliency,MaximumSaliency
1,0.422087186925551,0.631372549019608
2,0.174001716164982,0.27843137254902
3,0.207925594554228,0.411764705882353
4,0.358525773590686,0.403921568627451
5,0.0683418423521752,0.133333333333333
